id	table	status	signature_key	learned_sequence	current_count	current_total	dominant_count	dominant_sequence	sample_image_id	sample_id	updated_at	note
91	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|d:1+f:1+i:1+k:1|e:1+f:1|e:1+h:1	e:1+h:1#1 a:1+a:1+b:1+c:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	1	1	1	e:1+h:1#1 a:1+a:1+b:1+c:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	img3-m22	2026-07-09 05:50:39
96	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1|c:1|d:1+f:1+i:1|e:1+f:1|e:1+h:1	a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1#1 c:1#1 e:1+f:1#1 d:1+f:1+i:1#1 e:1+h:1#1	1	1	1	a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1#1 c:1#1 e:1+f:1#1 d:1+f:1+i:1#1 e:1+h:1#1	3	img3-m19	2026-07-09 05:57:20
99	molecule_order_patterns	ok	c:1|c:1+e:1+h:2|d:1+f:1+i:1+k:1	c:1+e:1+h:2#1 c:1#1 d:1+f:1+i:1+k:1#1	1	1	1	c:1+e:1+h:2#1 c:1#1 d:1+f:1+i:1+k:1#1	3	img3-m30	2026-07-09 06:14:06
101	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1|c:1|e:1|e:1|e:1+h:1	c:1#1 a:1+a:1+b:1+c:1+e:1#1 e:1#2 e:1#1 e:1+h:1#1	2	2	2	c:1#1 a:1+a:1+b:1+c:1+e:1#1 e:1#2 e:1#1 e:1+h:1#1	3	img3-m37	2026-07-14 13:08:02
132	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1+e:1+e:1+f:1+g:1|c:1|d:1+f:1+i:1	a:1+a:1+b:1+c:1+e:1+e:1+e:1+f:1+g:1#1 c:1#1 d:1+f:1+i:1#1	1	1	1	a:1+a:1+b:1+c:1+e:1+e:1+e:1+f:1+g:1#1 c:1#1 d:1+f:1+i:1#1	3	img3-m30	2026-07-09 06:38:25
133	molecule_order_patterns	ok	c:1+e:1+h:2|d:1+f:1+i:1+k:1|e:1+f:1	c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	19	19	19	c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	img3-m31	2026-07-09 06:39:22
139	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1|c:1|d:1+e:1+i:1	a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1#1 c:1#1 d:1+e:1+i:1#1	1	1	1	a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1#1 c:1#1 d:1+e:1+i:1#1	3	img3-m21	2026-07-09 21:49:15
146	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|c:1|d:1+f:1+i:1+k:1|e:1+f:1	c:1#1 a:1+a:1+b:1+c:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	2	2	2	c:1#1 a:1+a:1+b:1+c:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	img3-m34	2026-07-09 21:51:13
162	molecule_order_patterns	ok	d:1+e:1+i:1|d:1+f:1+i:1+l:1|e:1+f:1|e:1+h:1	d:1+e:1+i:1#1 e:1+f:1#1 d:1+f:1+i:1+l:1#1 e:1+h:1#1	1	1	1	d:1+e:1+i:1#1 e:1+f:1#1 d:1+f:1+i:1+l:1#1 e:1+h:1#1	3	img3-m42	2026-07-09 21:52:43
164	molecule_order_patterns	ok	d:1+f:1+i:1|e:1|e:1+e:1+g:1|e:1+f:1	e:1+e:1+g:1#1 e:1#1 e:1+f:1#1 d:1+f:1+i:1#1	1	1	1	e:1+e:1+g:1#1 e:1#1 e:1+f:1#1 d:1+f:1+i:1#1	3	img3-m43	2026-07-09 21:53:15
171	molecule_order_patterns	ok	a:1+a:1+b:1+b:1+c:1+d:1+e:1+e:1+g:1|d:1+f:1+i:1+k:1|e:1+f:1	a:1+a:1+b:1+b:1+c:1+d:1+e:1+e:1+g:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	1	1	1	a:1+a:1+b:1+b:1+c:1+d:1+e:1+e:1+g:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	img3-m38	2026-07-09 21:54:50
173	molecule_order_patterns	ok	c:1|c:1+e:1+h:2|d:1+f:1+i:1|e:1+f:1	c:1#1 c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1#1	1	1	1	c:1#1 c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1#1	3	img3-m44	2026-07-09 22:31:56
184	molecule_order_patterns	ok	c:1|c:1+e:1+h:2|d:1+f:1+i:1|e:1+f:1|e:1+h:1	c:1#1 e:1+h:1#1 c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1#1	1	1	1	c:1#1 e:1+h:1#1 c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1#1	3	img3-m46	2026-07-09 22:52:14
196	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1|c:1|c:1+e:1+h:2|e:1|e:1+h:1	a:1+a:1+b:1+c:1+e:1#1 e:1#1 c:1#1 c:1+e:1+h:2#1 e:1+h:1#1	1	1	1	a:1+a:1+b:1+c:1+e:1#1 e:1#1 c:1#1 c:1+e:1+h:2#1 e:1+h:1#1	3	img3-m61	2026-07-10 00:08:52
203	molecule_order_patterns	ok	c:1+e:1+h:2|d:1+f:1+i:1+l:1|e:1+f:1	c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1+l:1#1	10	10	10	c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1+l:1#1	3	img3-m62	2026-07-10 00:09:35
210	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|c:1|c:1|e:1+e:1+g:1|e:1+h:1	c:1#2 a:1+a:1+b:1+c:1#1 e:1+e:1+g:1#1 c:1#1 e:1+h:1#1	1	1	1	c:1#2 a:1+a:1+b:1+c:1#1 e:1+e:1+g:1#1 c:1#1 e:1+h:1#1	3	img3-m57	2026-07-10 00:12:45
216	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1|c:1|e:1+e:1+g:1|e:1+h:1	e:1+e:1+g:1#1 c:1#1 a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1#1 e:1+h:1#1	1	1	1	e:1+e:1+g:1#1 c:1#1 a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1#1 e:1+h:1#1	3	img3-m56	2026-07-10 00:13:58
221	molecule_order_patterns	ok	c:1|d:1+e:1+i:1|e:1+e:1+g:1|e:1+h:1	c:1#1 d:1+e:1+i:1#1 e:1+e:1+g:1#1 e:1+h:1#1	1	1	1	c:1#1 d:1+e:1+i:1#1 e:1+e:1+g:1#1 e:1+h:1#1	3	img3-m54	2026-07-10 00:14:24
222	molecule_order_patterns	ok	c:1|d:1+f:1+i:1|e:1+e:1+g:1	e:1+e:1+g:1#1 c:1#1 d:1+f:1+i:1#1	14	14	14	e:1+e:1+g:1#1 c:1#1 d:1+f:1+i:1#1	3	img3-m58	2026-07-10 00:14:55
224	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|c:1|d:1+e:1+i:1	a:1+a:1+b:1+c:1#1 c:1#1 d:1+e:1+i:1#1	1	1	1	a:1+a:1+b:1+c:1#1 c:1#1 d:1+e:1+i:1#1	3	img3-m51	2026-07-10 00:15:51
241	molecule_order_patterns	ok	a:1+a:1+b:1+b:1+c:1+d:1+e:1+e:1+e:1+g:1|c:1|d:1+f:1+i:1+k:1|e:1+f:1	a:1+a:1+b:1+b:1+c:1+d:1+e:1+e:1+e:1+g:1#1 c:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	1	1	1	a:1+a:1+b:1+b:1+c:1+d:1+e:1+e:1+e:1+g:1#1 c:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	img3-m43	2026-07-10 06:54:20
255	molecule_order_patterns	ok	c:1|d:1+e:1+i:1|f:1+j:1	c:1#1 f:1+j:1#1 d:1+e:1+i:1#1	1	1	1	c:1#1 f:1+j:1#1 d:1+e:1+i:1#1	3	img3-m68	2026-07-10 02:49:38
284	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1|d:1+e:1+i:1|e:1+h:1	d:1+e:1+i:1#1 a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1#1 e:1+h:1#1	1	1	1	d:1+e:1+i:1#1 a:1+a:1+b:1+c:1+e:1+e:1+e:1+g:1#1 e:1+h:1#1	3	img3-m78	2026-07-10 03:55:03
287	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|d:1+e:1+f:1+i:1+l:1|e:1+f:1	e:1+f:1#1 a:1+a:1+b:1+c:1#1 d:1+e:1+f:1+i:1+l:1#1	1	1	1	e:1+f:1#1 a:1+a:1+b:1+c:1#1 d:1+e:1+f:1+i:1+l:1#1	3	img3-m79	2026-07-10 03:57:42
288	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1|c:1|c:1|e:1|f:1+j:1	c:1#2 a:1+a:1+b:1+c:1+e:1#1 e:1#1 c:1#1 f:1+j:1#1	2	2	2	c:1#2 a:1+a:1+b:1+c:1+e:1#1 e:1#1 c:1#1 f:1+j:1#1	3	img3-m80	2026-07-10 03:58:47
291	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|c:1|c:1+e:1+h:2	a:1+a:1+b:1+c:1#1 c:1#1 c:1+e:1+h:2#1	1	1	1	a:1+a:1+b:1+c:1#1 c:1#1 c:1+e:1+h:2#1	3	img3-m89	2026-07-10 06:36:01
292	molecule_order_patterns	ok	c:1+e:1+h:2|d:1+f:1+i:1|e:1+f:1	c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1#1	11	11	11	c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1#1	3	img3-m92	2026-07-10 06:37:39
293	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|c:1|d:1+f:1+i:1+l:1|e:1+f:1	c:1#1 a:1+a:1+b:1+c:1#1 e:1+f:1#1 d:1+f:1+i:1+l:1#1	1	1	1	c:1#1 a:1+a:1+b:1+c:1#1 e:1+f:1#1 d:1+f:1+i:1+l:1#1	3	img3-m98	2026-07-10 06:38:15
300	molecule_order_patterns	ok	c:1|c:1+e:1+h:2|d:1+f:1+i:1+k:1|e:1+f:1	c:1#1 c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	3	3	c:1#1 c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	img3-m95	2026-07-10 06:41:35
302	molecule_order_patterns	ok	c:1|e:1+e:1+g:1|f:1+j:1	e:1+e:1+g:1#1 c:1#1 f:1+j:1#1	28	28	28	e:1+e:1+g:1#1 c:1#1 f:1+j:1#1	3	img3-m94	2026-07-10 06:42:01
303	molecule_order_patterns	ok	c:1|d:1+f:1+i:1+k:1	c:1#1 d:1+f:1+i:1+k:1#1	1	1	1	c:1#1 d:1+f:1+i:1+k:1#1	3	img3-m93	2026-07-10 06:42:23
304	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1+e:1+g:1|e:1|e:1+h:1	a:1+a:1+b:1+c:1+e:1+e:1+g:1#1 e:1#1 e:1+h:1#1	2	2	2	a:1+a:1+b:1+c:1+e:1+e:1+g:1#1 e:1#1 e:1+h:1#1	3	img3-m83	2026-07-10 06:43:06
305	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|c:1|c:1+e:1+h:2|d:1+f:1+i:1+k:1|e:1+f:1	a:1+a:1+b:1+c:1#1 c:1#1 c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	1	1	1	a:1+a:1+b:1+c:1#1 c:1#1 c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	img3-m81	2026-07-10 06:44:01
330	molecule_order_patterns	ok	c:1|c:1|c:1+e:1+h:2|c:2+e:1+h:2|e:1+e:1+g:1	c:2+e:1+h:2#1 c:1#1 e:1+e:1+g:1#1 c:1#2 c:1+e:1+h:2#1	1	1	1	c:2+e:1+h:2#1 c:1#1 e:1+e:1+g:1#1 c:1#2 c:1+e:1+h:2#1	94	img94-m36	2026-07-10 09:52:24
332	molecule_order_patterns	ok	d:1+e:1+i:1|d:1+f:1+i:1+k:1|e:1+f:1	d:1+e:1+i:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	4	4	4	d:1+e:1+i:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	94	img94-m37	2026-07-10 09:53:01
333	molecule_order_patterns	ok	c:1|d:1+f:1+i:1|e:1|e:1+e:1+g:1	e:1+e:1+g:1#1 e:1#1 c:1#1 d:1+f:1+i:1#1	3	3	3	e:1+e:1+g:1#1 e:1#1 c:1#1 d:1+f:1+i:1#1	94	img94-m39	2026-07-10 09:53:56
336	molecule_order_patterns	ok	c:1|c:1+e:1+h:2|e:1+e:1+g:1|e:1+h:1	e:1+e:1+g:1#1 c:1#1 c:1+e:1+h:2#1 e:1+h:1#1	7	7	7	e:1+e:1+g:1#1 c:1#1 c:1+e:1+h:2#1 e:1+h:1#1	94	img94-m40	2026-07-10 09:54:44
339	molecule_order_patterns	ok	d:1+e:1+i:1|d:1+f:1+i:1|e:1+f:1|e:1+h:1	d:1+e:1+i:1#1 e:1+f:1#1 d:1+f:1+i:1#1 e:1+h:1#1	2	2	2	d:1+e:1+i:1#1 e:1+f:1#1 d:1+f:1+i:1#1 e:1+h:1#1	94	img94-m34	2026-07-10 09:55:21
340	molecule_order_patterns	ok	c:1|c:1+e:1+h:2|e:1+h:1	c:1#1 c:1+e:1+h:2#1 e:1+h:1#1	1	1	1	c:1#1 c:1+e:1+h:2#1 e:1+h:1#1	94	img94-m33	2026-07-10 09:56:15
351	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|c:1|f:1+j:1	a:1+a:1+b:1+c:1#1 c:1#1 f:1+j:1#1	4	4	4	a:1+a:1+b:1+c:1#1 c:1#1 f:1+j:1#1	94	img94-m23	2026-07-10 09:58:20
352	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|e:1|e:1|e:1+e:1+g:1|e:1+h:1	a:1+a:1+b:1+c:1#1 e:1#2 e:1#1 e:1+e:1+g:1#1 e:1+h:1#1	1	1	1	a:1+a:1+b:1+c:1#1 e:1#2 e:1#1 e:1+e:1+g:1#1 e:1+h:1#1	94	img94-m22	2026-07-10 09:58:55
356	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|c:2+e:1+g:1|e:1+e:1+g:1|e:1+h:1	c:2+e:1+g:1#1 a:1+a:1+b:1+c:1#1 e:1+e:1+g:1#1 e:1+h:1#1	1	1	1	c:2+e:1+g:1#1 a:1+a:1+b:1+c:1#1 e:1+e:1+g:1#1 e:1+h:1#1	94	img94-m19	2026-07-10 09:59:36
357	molecule_order_patterns	ok	a:1+a:1+b:1+c:2+e:1|c:1|c:1|e:1+e:1+g:1|f:1+j:1	c:1#2 a:1+a:1+b:1+c:2+e:1#1 e:1+e:1+g:1#1 c:1#1 f:1+j:1#1	1	1	1	c:1#2 a:1+a:1+b:1+c:2+e:1#1 e:1+e:1+g:1#1 c:1#1 f:1+j:1#1	94	img94-m18	2026-07-10 10:00:26
364	molecule_order_patterns	ok	d:1+f:1+i:1|e:1+e:1+g:1|e:1+f:1	e:1+e:1+g:1#1 e:1+f:1#1 d:1+f:1+i:1#1	6	6	6	e:1+e:1+g:1#1 e:1+f:1#1 d:1+f:1+i:1#1	94	img94-m20	2026-07-10 10:02:11
372	molecule_order_patterns	ok	c:1+e:1+h:2|c:1+e:1+h:2|e:1+f:1|e:1+h:1|k:1	c:1+e:1+h:2#1 e:1+f:1#1 k:1#1 c:1+e:1+h:2#2 e:1+h:1#1	1	1	1	c:1+e:1+h:2#1 e:1+f:1#1 k:1#1 c:1+e:1+h:2#2 e:1+h:1#1	94	img94-m7	2026-07-10 10:03:55
376	molecule_order_patterns	ok	d:1+e:1+i:1|e:1+f:1|f:1+j:1	d:1+e:1+i:1#1 e:1+f:1#1 f:1+j:1#1	2	2	2	d:1+e:1+i:1#1 e:1+f:1#1 f:1+j:1#1	94	img94-m2	2026-07-10 10:04:41
386	molecule_order_patterns	ok	a:1+a:1+b:1+b:1+c:1+d:1+e:1+e:1+e:1+g:1|c:1|c:1+e:1+h:2|d:1+e:1+i:1|e:1+f:1|f:1+j:1+k:1	a:1+a:1+b:1+b:1+c:1+d:1+e:1+e:1+e:1+g:1#1 c:1#1 c:1+e:1+h:2#1 e:1+f:1#1 f:1+j:1+k:1#1 d:1+e:1+i:1#1	1	1	1	a:1+a:1+b:1+b:1+c:1+d:1+e:1+e:1+e:1+g:1#1 c:1#1 c:1+e:1+h:2#1 e:1+f:1#1 f:1+j:1+k:1#1 d:1+e:1+i:1#1	3	img3-m85	2026-07-10 10:36:59
389	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+d:1+e:1+e:1+g:1+m:1|d:1+f:1+i:1|e:1+f:1	a:1+a:1+b:1+c:1+d:1+e:1+e:1+g:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1#1	1	1	1	a:1+a:1+b:1+c:1+d:1+e:1+e:1+g:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1#1	3	img3-m39	2026-07-10 11:09:09
390	molecule_order_patterns	ok	a:1+a:1+c:1+e:1+e:1+g:1+m:1|d:1+f:1+i:1+k:1|e:1+f:1	a:1+a:1+c:1+e:1+e:1+g:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	1	1	1	a:1+a:1+c:1+e:1+e:1+g:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	img3-m38	2026-07-10 11:09:29
391	molecule_order_patterns	ok	a:1+a:1+c:1+e:1+e:1+g:1+m:1|d:1+f:1+i:1|e:1+f:1	a:1+a:1+c:1+e:1+e:1+g:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1#1	2	2	2	a:1+a:1+c:1+e:1+e:1+g:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1#1	3	img3-m10	2026-07-10 11:11:31
395	molecule_order_patterns	ok	a:1+a:1+c:1+m:1|c:1|c:1|e:1+e:1+g:1|f:1+j:1	c:1#1 a:1+a:1+c:1+m:1#1 e:1+e:1+g:1#1 c:1#2 f:1+j:1#1	1	1	1	c:1#1 a:1+a:1+c:1+m:1#1 e:1+e:1+g:1#1 c:1#2 f:1+j:1#1	3	img3-m55	2026-07-10 11:24:37
397	molecule_order_patterns	ok	a:1+a:1+c:1+m:1|d:1+f:1+i:1+k:1|e:1+e:1+g:1|e:1+f:1	e:1+e:1+g:1#1 a:1+a:1+c:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	1	1	1	e:1+e:1+g:1#1 a:1+a:1+c:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	img3-m18	2026-07-10 11:26:44
399	molecule_order_patterns	ok	a:1+a:1+c:1+m:1|d:1+f:1+i:1+l:1|e:1+f:1|e:1+h:1	e:1+h:1#1 a:1+a:1+c:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1+l:1#1	1	1	1	e:1+h:1#1 a:1+a:1+c:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1+l:1#1	3	img3-m72	2026-07-10 11:30:16
401	molecule_order_patterns	ok	a:1+a:1+c:1+m:1|c:1|d:1+f:1+i:1+l:1|d:1+f:1+i:1+l:1|e:1+f:1	c:1#1 a:1+a:1+c:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1+l:1#2 d:1+f:1+i:1+l:1#1	1	1	1	c:1#1 a:1+a:1+c:1+m:1#1 e:1+f:1#1 d:1+f:1+i:1+l:1#2 d:1+f:1+i:1+l:1#1	3	img3-m82	2026-07-10 11:32:42
408	molecule_order_patterns	ok	a:1+a:1+c:1+m:1|c:1|e:1|e:1+e:1+g:1|e:1+h:1	c:1#1 a:1+a:1+c:1+m:1#1 e:1+e:1+g:1#1 e:1#1 e:1+h:1#1	1	1	1	c:1#1 a:1+a:1+c:1+m:1#1 e:1+e:1+g:1#1 e:1#1 e:1+h:1#1	94	img94-m11	2026-07-10 11:38:28
409	molecule_order_patterns	ok	a:1+a:1+c:2+m:1|c:1|c:1|e:1|f:1+j:1	c:1#2 a:1+a:1+c:2+m:1#1 e:1#1 c:1#1 f:1+j:1#1	1	1	1	c:1#2 a:1+a:1+c:2+m:1#1 e:1#1 c:1#1 f:1+j:1#1	94	img94-m20	2026-07-10 11:40:25
412	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1|a:1+c:1+m:1|c:1|f:1+j:1	a:1+c:1+m:1#1 a:1+a:1+b:1+c:1+e:1#1 c:1#1 f:1+j:1#1	1	1	1	a:1+c:1+m:1#1 a:1+a:1+b:1+c:1+e:1#1 c:1#1 f:1+j:1#1	94	img94-m27	2026-07-10 11:41:47
414	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1|a:1+c:1+m:1|e:1+h:1	a:1+c:1+m:1#1 a:1+a:1+b:1+c:1+e:1#1 e:1+h:1#1	2	2	2	a:1+c:1+m:1#1 a:1+a:1+b:1+c:1+e:1#1 e:1+h:1#1	94	img94-m26	2026-07-10 11:42:45
416	molecule_order_patterns	ok	c:1|e:1+e:1+g:1	e:1+e:1+g:1#1 c:1#1	7	7	7	e:1+e:1+g:1#1 c:1#1	3	img3-m111	2026-07-10 17:18:23
417	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|c:1|d:1+f:1+i:1	a:1+a:1+b:1+c:1#1 c:1#1 d:1+f:1+i:1#1	1	1	1	a:1+a:1+b:1+c:1#1 c:1#1 d:1+f:1+i:1#1	3	img3-m104	2026-07-10 17:19:09
418	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+e:1+e:1+g:1|c:1|d:1+f:1+i:1	a:1+a:1+b:1+c:1+e:1+e:1+g:1#1 c:1#1 d:1+f:1+i:1#1	2	2	2	a:1+a:1+b:1+c:1+e:1+e:1+g:1#1 c:1#1 d:1+f:1+i:1#1	3	img3-m103	2026-07-10 17:37:47
422	molecule_order_patterns	ok	c:1|c:1+e:1+h:2|d:1+f:1+i:1+k:1|e:1+e:1+g:1|e:1+f:1	e:1+e:1+g:1#1 c:1#1 c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	3	3	e:1+e:1+g:1#1 c:1#1 c:1+e:1+h:2#1 e:1+f:1#1 d:1+f:1+i:1+k:1#1	3	img3-m120	2026-07-10 17:52:05
426	molecule_order_patterns	ok	c:1|c:1+e:1+h:2|d:1+f:1+i:1	c:1+e:1+h:2#1 c:1#1 d:1+f:1+i:1#1	4	4	4	c:1+e:1+h:2#1 c:1#1 d:1+f:1+i:1#1	3	img3-m118	2026-07-10 17:52:33
433	molecule_order_patterns	ok	a:1+a:1+b:1+c:1|d:1+f:1+i:1+l:1|e:1|e:1+e:1+g:1|e:1+f:1	e:1+e:1+g:1#1 e:1#1 a:1+a:1+b:1+c:1#1 e:1+f:1#1 d:1+f:1+i:1+l:1#1	1	1	1	e:1+e:1+g:1#1 e:1#1 a:1+a:1+b:1+c:1#1 e:1+f:1#1 d:1+f:1+i:1+l:1#1	3	img3-m130	2026-07-10 18:51:58
438	molecule_order_patterns	ok	a:1+a:1+b:1+c:1+c:2+e:1+e:1+e:1+g:1+h:1|c:1+e:1+h:2|e:1+f:1+l:1	c:1+e:1+h:2#1 e:1+f:1+l:1#1 a:1+a:1+b:1+c:1+c:2+e:1+e:1+e:1+g:1+h:1#1	1	1	1	c:1+e:1+h:2#1 e:1+f:1+l:1#1 a:1+a:1+b:1+c:1+c:2+e:1+e:1+e:1+g:1+h:1#1	3	img3-m124	2026-07-10 18:56:20
