token	kind	atom_id	image_name	distance_to_centroid	snapshot_path
h:1	representative	3340	page-003.jpg	6.7494	atoms\h_1\page-003.jpg\3340.svg
h:1	representative	3338	page-003.jpg	6.7494	atoms\h_1\page-003.jpg\3338.svg
h:1	outlier	1509	page-003.jpg	24.6901	atoms\h_1\page-003.jpg\1509.svg
h:1	outlier	1727	page-003.jpg	21.0380	atoms\h_1\page-003.jpg\1727.svg
h:1	outlier	1947	page-003.jpg	20.7237	atoms\h_1\page-003.jpg\1947.svg
g:1	representative	1705	page-003.jpg	7.4850	atoms\g_1\page-003.jpg\1705.svg
g:1	representative	2438	page-003.jpg	7.5073	atoms\g_1\page-003.jpg\2438.svg
g:1	representative	1382	page-003.jpg	7.5204	atoms\g_1\page-003.jpg\1382.svg
g:1	outlier	1413	page-003.jpg	16.1749	atoms\g_1\page-003.jpg\1413.svg
g:1	outlier	5144	page-004.jpg	11.5642	atoms\g_1\page-004.jpg\5144.svg
g:1	outlier	2493	page-003.jpg	11.2386	atoms\g_1\page-003.jpg\2493.svg
m:1	representative	3039	page-003.jpg	13.1594	atoms\m_1\page-003.jpg\3039.svg
m:1	representative	3899	page-003.jpg	13.1606	atoms\m_1\page-003.jpg\3899.svg
m:1	representative	3031	page-003.jpg	13.1606	atoms\m_1\page-003.jpg\3031.svg
m:1	outlier	3035	page-003.jpg	22.5040	atoms\m_1\page-003.jpg\3035.svg
m:1	outlier	3040	page-003.jpg	21.6253	atoms\m_1\page-003.jpg\3040.svg
m:1	outlier	5466	page-004.jpg	21.5485	atoms\m_1\page-004.jpg\5466.svg
h:2	representative	3842	page-003.jpg	9.2196	atoms\h_2\page-003.jpg\3842.svg
h:2	representative	3561	page-003.jpg	9.2973	atoms\h_2\page-003.jpg\3561.svg
h:2	representative	2966	page-094.jpg	9.4308	atoms\h_2\page-094.jpg\2966.svg
h:2	outlier	1764	page-003.jpg	18.6391	atoms\h_2\page-003.jpg\1764.svg
h:2	outlier	2013	page-003.jpg	17.9164	atoms\h_2\page-003.jpg\2013.svg
h:2	outlier	2215	page-003.jpg	16.9595	atoms\h_2\page-003.jpg\2215.svg
k:1	representative	1174	page-003.jpg	11.5191	atoms\k_1\page-003.jpg\1174.svg
k:1	representative	1193	page-003.jpg	11.5191	atoms\k_1\page-003.jpg\1193.svg
k:1	representative	1490	page-003.jpg	11.5191	atoms\k_1\page-003.jpg\1490.svg
k:1	outlier	5410	page-004.jpg	22.4876	atoms\k_1\page-004.jpg\5410.svg
k:1	outlier	3975	page-003.jpg	22.3526	atoms\k_1\page-003.jpg\3975.svg
k:1	outlier	3973	page-003.jpg	21.4451	atoms\k_1\page-003.jpg\3973.svg
n:1	representative	3700	page-094.jpg	15.2453	atoms\n_1\page-094.jpg\3700.svg
n:1	representative	3706	page-094.jpg	15.2528	atoms\n_1\page-094.jpg\3706.svg
n:1	representative	5459	page-004.jpg	15.8546	atoms\n_1\page-004.jpg\5459.svg
n:1	outlier	3672	page-003.jpg	29.5904	atoms\n_1\page-003.jpg\3672.svg
n:1	outlier	3664	page-003.jpg	25.0799	atoms\n_1\page-003.jpg\3664.svg
n:1	outlier	3661	page-003.jpg	24.2027	atoms\n_1\page-003.jpg\3661.svg
j:1	representative	3212	page-003.jpg	5.2830	atoms\j_1\page-003.jpg\3212.svg
j:1	representative	3213	page-003.jpg	5.2830	atoms\j_1\page-003.jpg\3213.svg
j:1	representative	3283	page-003.jpg	5.2830	atoms\j_1\page-003.jpg\3283.svg
j:1	outlier	2273	page-003.jpg	29.7280	atoms\j_1\page-003.jpg\2273.svg
j:1	outlier	2220	page-003.jpg	28.3887	atoms\j_1\page-003.jpg\2220.svg
j:1	outlier	4616	page-094.jpg	27.7255	atoms\j_1\page-094.jpg\4616.svg
c:2	representative	3379	page-003.jpg	14.2773	atoms\c_2\page-003.jpg\3379.svg
c:2	representative	3787	page-003.jpg	14.2773	atoms\c_2\page-003.jpg\3787.svg
c:2	representative	2753	page-094.jpg	14.2773	atoms\c_2\page-094.jpg\2753.svg
c:2	outlier	5103	page-004.jpg	40.7843	atoms\c_2\page-004.jpg\5103.svg
c:2	outlier	1136	page-003.jpg	40.4500	atoms\c_2\page-003.jpg\1136.svg
c:2	outlier	2293	page-003.jpg	39.8310	atoms\c_2\page-003.jpg\2293.svg
l:1	representative	1986	page-003.jpg	10.9736	atoms\l_1\page-003.jpg\1986.svg
l:1	representative	2183	page-003.jpg	10.9736	atoms\l_1\page-003.jpg\2183.svg
l:1	representative	2276	page-003.jpg	10.9736	atoms\l_1\page-003.jpg\2276.svg
l:1	outlier	2596	page-003.jpg	32.3542	atoms\l_1\page-003.jpg\2596.svg
l:1	outlier	3869	page-003.jpg	32.0348	atoms\l_1\page-003.jpg\3869.svg
l:1	outlier	3647	page-003.jpg	31.5194	atoms\l_1\page-003.jpg\3647.svg
