token	kind	atom_id	image_name	distance_to_centroid	snapshot_path
m:1	outlier	5466	page-004.jpg	21.6344	atoms\m_1\page-004.jpg\5466.svg
h:2	representative	6091	page-005.jpg	8.4143	atoms\h_2\page-005.jpg\6091.svg
h:2	representative	6092	page-005.jpg	8.4143	atoms\h_2\page-005.jpg\6092.svg
h:2	representative	6093	page-005.jpg	8.4143	atoms\h_2\page-005.jpg\6093.svg
h:2	outlier	1764	page-003.jpg	19.3090	atoms\h_2\page-003.jpg\1764.svg
h:2	outlier	2013	page-003.jpg	18.5423	atoms\h_2\page-003.jpg\2013.svg
h:2	outlier	5309	page-004.jpg	17.7223	atoms\h_2\page-004.jpg\5309.svg
k:1	representative	4644	page-094.jpg	12.0885	atoms\k_1\page-094.jpg\4644.svg
k:1	representative	1347	page-003.jpg	12.1112	atoms\k_1\page-003.jpg\1347.svg
k:1	representative	2374	page-003.jpg	12.2918	atoms\k_1\page-003.jpg\2374.svg
k:1	outlier	3975	page-003.jpg	22.3097	atoms\k_1\page-003.jpg\3975.svg
k:1	outlier	5410	page-004.jpg	22.1863	atoms\k_1\page-004.jpg\5410.svg
k:1	outlier	3973	page-003.jpg	21.5338	atoms\k_1\page-003.jpg\3973.svg
n:1	representative	3700	page-094.jpg	15.1755	atoms\n_1\page-094.jpg\3700.svg
n:1	representative	3706	page-094.jpg	15.2792	atoms\n_1\page-094.jpg\3706.svg
n:1	representative	5459	page-004.jpg	15.6723	atoms\n_1\page-004.jpg\5459.svg
n:1	outlier	3672	page-003.jpg	30.4818	atoms\n_1\page-003.jpg\3672.svg
n:1	outlier	3664	page-003.jpg	26.1582	atoms\n_1\page-003.jpg\3664.svg
n:1	outlier	3686	page-003.jpg	25.5313	atoms\n_1\page-003.jpg\3686.svg
j:1	representative	3212	page-003.jpg	5.4500	atoms\j_1\page-003.jpg\3212.svg
j:1	representative	3213	page-003.jpg	5.4500	atoms\j_1\page-003.jpg\3213.svg
j:1	representative	3283	page-003.jpg	5.4500	atoms\j_1\page-003.jpg\3283.svg
j:1	outlier	6379	page-005.jpg	49.9134	atoms\j_1\page-005.jpg\6379.svg
j:1	outlier	2273	page-003.jpg	31.0910	atoms\j_1\page-003.jpg\2273.svg
j:1	outlier	2220	page-003.jpg	29.4453	atoms\j_1\page-003.jpg\2220.svg
c:2	representative	3379	page-003.jpg	14.5313	atoms\c_2\page-003.jpg\3379.svg
c:2	representative	3787	page-003.jpg	14.5313	atoms\c_2\page-003.jpg\3787.svg
c:2	representative	2753	page-094.jpg	14.5313	atoms\c_2\page-094.jpg\2753.svg
c:2	outlier	5103	page-004.jpg	41.5575	atoms\c_2\page-004.jpg\5103.svg
c:2	outlier	1136	page-003.jpg	41.1769	atoms\c_2\page-003.jpg\1136.svg
c:2	outlier	2293	page-003.jpg	40.5400	atoms\c_2\page-003.jpg\2293.svg
l:1	representative	3484	page-003.jpg	12.0639	atoms\l_1\page-003.jpg\3484.svg
l:1	representative	1212	page-003.jpg	12.1853	atoms\l_1\page-003.jpg\1212.svg
l:1	representative	1633	page-003.jpg	12.1853	atoms\l_1\page-003.jpg\1633.svg
l:1	outlier	6225	page-005.jpg	45.9970	atoms\l_1\page-005.jpg\6225.svg
l:1	outlier	2596	page-003.jpg	28.9458	atoms\l_1\page-003.jpg\2596.svg
l:1	outlier	3869	page-003.jpg	28.5829	atoms\l_1\page-003.jpg\3869.svg
