atom_id	image_name	token	predicted_centroid	centroid_correct	predicted_knn	knn_correct	nearest_distance	snapshot_path
1257	page-003.jpg	f:1	h:2	no	f:1	yes	15.6909	atoms\f_1\page-003.jpg\1257.svg
1258	page-003.jpg	i:1	i:1	yes	i:1	yes	21.6585	atoms\i_1\page-003.jpg\1258.svg
1260	page-003.jpg	d:1	d:1	yes	d:1	yes	14.1702	atoms\d_1\page-003.jpg\1260.svg
3155	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3155.svg
3220	page-003.jpg	a:1	a:1	yes	a:1	yes	6.5843	atoms\a_1\page-003.jpg\3220.svg
3216	page-003.jpg	b:1	b:1	yes	b:1	yes	10.5123	atoms\b_1\page-003.jpg\3216.svg
3172	page-003.jpg	c:1	c:1	yes	c:1	yes	24.5284	atoms\c_1\page-003.jpg\3172.svg
3221	page-003.jpg	a:1	a:1	yes	a:1	yes	6.9418	atoms\a_1\page-003.jpg\3221.svg
3202	page-003.jpg	g:1	g:1	yes	g:1	yes	10.3537	atoms\g_1\page-003.jpg\3202.svg
3156	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3156.svg
3173	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3173.svg
3182	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3182.svg
3193	page-003.jpg	i:1	i:1	yes	i:1	yes	17.1060	atoms\i_1\page-003.jpg\3193.svg
3197	page-003.jpg	d:1	d:1	yes	d:1	yes	11.3583	atoms\d_1\page-003.jpg\3197.svg
3224	page-003.jpg	a:1	a:1	yes	a:1	yes	8.7342	atoms\a_1\page-003.jpg\3224.svg
3214	page-003.jpg	b:1	b:1	yes	b:1	yes	10.5820	atoms\b_1\page-003.jpg\3214.svg
3178	page-003.jpg	c:1	c:1	yes	c:1	yes	25.4374	atoms\c_1\page-003.jpg\3178.svg
3225	page-003.jpg	a:1	a:1	yes	a:1	yes	6.7109	atoms\a_1\page-003.jpg\3225.svg
3179	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3179.svg
3188	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3188.svg
3195	page-003.jpg	i:1	i:1	yes	i:1	yes	23.3043	atoms\i_1\page-003.jpg\3195.svg
3199	page-003.jpg	d:1	d:1	yes	d:1	yes	15.4208	atoms\d_1\page-003.jpg\3199.svg
3147	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3147.svg
3170	page-003.jpg	c:1	c:1	yes	c:1	yes	24.6315	atoms\c_1\page-003.jpg\3170.svg
3180	page-003.jpg	h:2	h:2	yes	h:2	yes	12.0594	atoms\h_2\page-003.jpg\3180.svg
3148	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3148.svg
3181	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3181.svg
3190	page-003.jpg	k:1	k:1	yes	k:1	yes	15.8243	atoms\k_1\page-003.jpg\3190.svg
3191	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3191.svg
3192	page-003.jpg	i:1	i:1	yes	i:1	yes	16.1275	atoms\i_1\page-003.jpg\3192.svg
3196	page-003.jpg	d:1	d:1	yes	d:1	yes	10.9986	atoms\d_1\page-003.jpg\3196.svg
3683	page-003.jpg	n:1	n:1	yes	n:1	yes	19.5770	atoms\n_1\page-003.jpg\3683.svg
3149	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3149.svg
3200	page-003.jpg	g:1	g:1	yes	g:1	yes	8.8348	atoms\g_1\page-003.jpg\3200.svg
3150	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3150.svg
3151	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3151.svg
3218	page-003.jpg	a:1	a:1	yes	a:1	yes	10.4935	atoms\a_1\page-003.jpg\3218.svg
3217	page-003.jpg	b:1	b:1	yes	b:1	yes	11.5175	atoms\b_1\page-003.jpg\3217.svg
3171	page-003.jpg	c:1	c:1	yes	c:1	yes	22.4982	atoms\c_1\page-003.jpg\3171.svg
3219	page-003.jpg	a:1	a:1	yes	a:1	yes	7.9136	atoms\a_1\page-003.jpg\3219.svg
3201	page-003.jpg	g:1	g:1	yes	g:1	yes	8.1950	atoms\g_1\page-003.jpg\3201.svg
3152	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3152.svg
3153	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3153.svg
3154	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3154.svg
3226	page-003.jpg	h:1	h:1	yes	h:1	yes	10.3044	atoms\h_1\page-003.jpg\3226.svg
3164	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3164.svg
3205	page-003.jpg	g:1	g:1	yes	g:1	yes	8.7686	atoms\g_1\page-003.jpg\3205.svg
3165	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3165.svg
3176	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3176.svg
3186	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3186.svg
3212	page-003.jpg	j:1	j:1	yes	j:1	yes	5.4983	atoms\j_1\page-003.jpg\3212.svg
3157	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3157.svg
3203	page-003.jpg	g:1	g:1	yes	g:1	yes	8.8326	atoms\g_1\page-003.jpg\3203.svg
3158	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3158.svg
3159	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3159.svg
3183	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3183.svg
3184	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3184.svg
3194	page-003.jpg	i:1	i:1	yes	i:1	yes	14.8305	atoms\i_1\page-003.jpg\3194.svg
3198	page-003.jpg	d:1	d:1	yes	d:1	yes	11.6415	atoms\d_1\page-003.jpg\3198.svg
3684	page-003.jpg	n:1	n:1	yes	n:1	yes	20.0881	atoms\n_1\page-003.jpg\3684.svg
3160	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3160.svg
3204	page-003.jpg	g:1	g:1	yes	g:1	yes	11.1251	atoms\g_1\page-003.jpg\3204.svg
3161	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3161.svg
3162	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3162.svg
3163	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3163.svg
3227	page-003.jpg	h:1	h:1	yes	h:1	yes	14.5718	atoms\h_1\page-003.jpg\3227.svg
3166	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3166.svg
3206	page-003.jpg	g:1	g:1	yes	g:1	yes	11.1672	atoms\g_1\page-003.jpg\3206.svg
3167	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3167.svg
3177	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3177.svg
3187	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3187.svg
3213	page-003.jpg	j:1	j:1	yes	j:1	yes	5.4983	atoms\j_1\page-003.jpg\3213.svg
3168	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3168.svg
3207	page-003.jpg	g:1	g:1	yes	g:1	yes	8.2770	atoms\g_1\page-003.jpg\3207.svg
3169	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3169.svg
3189	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3189.svg
3239	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3239.svg
3304	page-003.jpg	h:1	h:1	yes	h:1	yes	5.6755	atoms\h_1\page-003.jpg\3304.svg
3298	page-003.jpg	a:1	a:1	yes	a:1	yes	9.4454	atoms\a_1\page-003.jpg\3298.svg
3295	page-003.jpg	b:1	b:1	yes	b:1	yes	10.5450	atoms\b_1\page-003.jpg\3295.svg
3266	page-003.jpg	c:1	c:1	yes	c:1	yes	26.6190	atoms\c_1\page-003.jpg\3266.svg
3299	page-003.jpg	a:1	a:1	yes	a:1	yes	7.4305	atoms\a_1\page-003.jpg\3299.svg
3686	page-003.jpg	n:1	n:1	yes	e:1	no	25.8465	atoms\n_1\page-003.jpg\3686.svg
3236	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3236.svg
3254	page-003.jpg	g:1	g:1	yes	g:1	yes	8.3412	atoms\g_1\page-003.jpg\3254.svg
3237	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3237.svg
1266	page-003.jpg	e:1	e:1	yes	e:1	yes	21.6064	atoms\e_1\page-003.jpg\1266.svg
1275	page-003.jpg	a:1	a:1	yes	a:1	yes	9.8037	atoms\a_1\page-003.jpg\1275.svg
1276	page-003.jpg	e:1	m:1	no	e:1	yes	22.9230	atoms\e_1\page-003.jpg\1276.svg
1277	page-003.jpg	b:1	g:1	no	b:1	yes	8.3679	atoms\b_1\page-003.jpg\1277.svg
1278	page-003.jpg	c:1	m:1	no	c:1	yes	25.6544	atoms\c_1\page-003.jpg\1278.svg
1279	page-003.jpg	a:1	a:1	yes	a:1	yes	7.1139	atoms\a_1\page-003.jpg\1279.svg
1265	page-003.jpg	g:1	g:1	yes	g:1	yes	9.5309	atoms\g_1\page-003.jpg\1265.svg
1263	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\1263.svg
1280	page-003.jpg	e:1	e:1	yes	e:1	yes	20.1475	atoms\e_1\page-003.jpg\1280.svg
1281	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\1281.svg
1282	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\1282.svg
1284	page-003.jpg	i:1	i:1	yes	i:1	yes	20.5499	atoms\i_1\page-003.jpg\1284.svg
1285	page-003.jpg	d:1	d:1	yes	d:1	yes	11.4131	atoms\d_1\page-003.jpg\1285.svg
1286	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\1286.svg
1287	page-003.jpg	c:2	c:1	no	c:1	no	19.4451	atoms\c_2\page-003.jpg\1287.svg
1288	page-003.jpg	h:2	h:2	yes	h:2	yes	17.1792	atoms\h_2\page-003.jpg\1288.svg
1301	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\1301.svg
1302	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\1302.svg
1303	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\1303.svg
1304	page-003.jpg	i:1	i:1	yes	i:1	yes	13.6124	atoms\i_1\page-003.jpg\1304.svg
1305	page-003.jpg	d:1	d:1	yes	d:1	yes	18.1243	atoms\d_1\page-003.jpg\1305.svg
3300	page-003.jpg	a:1	a:1	yes	a:1	yes	9.2577	atoms\a_1\page-003.jpg\3300.svg
3296	page-003.jpg	b:1	b:1	yes	b:1	yes	10.4362	atoms\b_1\page-003.jpg\3296.svg
3267	page-003.jpg	c:1	c:1	yes	c:1	yes	26.4992	atoms\c_1\page-003.jpg\3267.svg
3301	page-003.jpg	a:1	a:1	yes	a:1	yes	10.5306	atoms\a_1\page-003.jpg\3301.svg
3240	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3240.svg
3255	page-003.jpg	g:1	g:1	yes	g:1	yes	9.8731	atoms\g_1\page-003.jpg\3255.svg
3241	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3241.svg
3268	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3268.svg
3302	page-003.jpg	a:1	a:1	yes	a:1	yes	8.9688	atoms\a_1\page-003.jpg\3302.svg
3297	page-003.jpg	b:1	b:1	yes	b:1	yes	13.5116	atoms\b_1\page-003.jpg\3297.svg
3273	page-003.jpg	c:1	c:1	yes	c:1	yes	23.5351	atoms\c_1\page-003.jpg\3273.svg
3303	page-003.jpg	a:1	a:1	yes	a:1	yes	7.8147	atoms\a_1\page-003.jpg\3303.svg
3249	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3249.svg
4650	page-003.jpg	g:1	g:1	yes	g:1	yes	8.0147	atoms\g_1\page-003.jpg\4650.svg
3250	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3250.svg
3274	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3274.svg
3282	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3282.svg
3291	page-003.jpg	i:1	b:1	no	b:1	no	11.7661	atoms\i_1\page-003.jpg\3291.svg
3275	page-003.jpg	c:1	c:1	yes	c:1	yes	22.9760	atoms\c_1\page-003.jpg\3275.svg
3305	page-003.jpg	h:1	h:1	yes	h:1	yes	5.6755	atoms\h_1\page-003.jpg\3305.svg
3242	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3242.svg
3289	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3289.svg
3288	page-003.jpg	h:2	h:2	yes	h:2	yes	15.2834	atoms\h_2\page-003.jpg\3288.svg
3269	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3269.svg
3279	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3279.svg
3287	page-003.jpg	i:1	i:1	yes	i:1	yes	17.7280	atoms\i_1\page-003.jpg\3287.svg
3293	page-003.jpg	d:1	d:1	yes	d:1	yes	10.7135	atoms\d_1\page-003.jpg\3293.svg
3230	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3230.svg
3252	page-003.jpg	g:1	g:1	yes	g:1	yes	8.4767	atoms\g_1\page-003.jpg\3252.svg
3231	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3231.svg
3263	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3263.svg
3276	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3276.svg
3283	page-003.jpg	j:1	j:1	yes	j:1	yes	5.4983	atoms\j_1\page-003.jpg\3283.svg
3232	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3232.svg
3253	page-003.jpg	g:1	g:1	yes	g:1	yes	7.9557	atoms\g_1\page-003.jpg\3253.svg
3233	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3233.svg
3264	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3264.svg
3234	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3234.svg
3265	page-003.jpg	c:1	c:1	yes	c:1	yes	23.9020	atoms\c_1\page-003.jpg\3265.svg
3284	page-003.jpg	h:2	h:2	yes	h:2	yes	9.5497	atoms\h_2\page-003.jpg\3284.svg
3235	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3235.svg
3277	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3277.svg
3278	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3278.svg
3286	page-003.jpg	i:1	i:1	yes	i:1	yes	13.3618	atoms\i_1\page-003.jpg\3286.svg
3292	page-003.jpg	d:1	d:1	yes	d:1	yes	11.5452	atoms\d_1\page-003.jpg\3292.svg
3687	page-003.jpg	n:1	n:1	yes	n:1	yes	18.9194	atoms\n_1\page-003.jpg\3687.svg
3228	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3228.svg
3251	page-003.jpg	g:1	g:1	yes	g:1	yes	8.6418	atoms\g_1\page-003.jpg\3251.svg
3229	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3229.svg
3262	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3262.svg
3685	page-003.jpg	n:1	n:1	yes	n:1	yes	16.5640	atoms\n_1\page-003.jpg\3685.svg
3247	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3247.svg
3257	page-003.jpg	g:1	g:1	yes	g:1	yes	10.1479	atoms\g_1\page-003.jpg\3257.svg
3248	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3248.svg
3272	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3272.svg
3243	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3243.svg
3256	page-003.jpg	g:1	g:1	yes	g:1	yes	9.2100	atoms\g_1\page-003.jpg\3256.svg
3244	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3244.svg
3270	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3270.svg
3245	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3245.svg
3271	page-003.jpg	c:1	c:1	yes	c:1	yes	27.3979	atoms\c_1\page-003.jpg\3271.svg
3285	page-003.jpg	h:2	h:2	yes	h:2	yes	12.4754	atoms\h_2\page-003.jpg\3285.svg
3246	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3246.svg
3280	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3280.svg
3306	page-003.jpg	k:1	b:1	no	k:1	yes	15.2997	atoms\k_1\page-003.jpg\3306.svg
3281	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3281.svg
3290	page-003.jpg	i:1	i:1	yes	i:1	yes	24.2162	atoms\i_1\page-003.jpg\3290.svg
3294	page-003.jpg	d:1	d:1	yes	d:1	yes	11.3012	atoms\d_1\page-003.jpg\3294.svg
3321	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3321.svg
3371	page-003.jpg	a:1	a:1	yes	a:1	yes	8.4521	atoms\a_1\page-003.jpg\3371.svg
3322	page-003.jpg	e:1	c:1	no	e:1	yes	21.3274	atoms\e_1\page-003.jpg\3322.svg
3397	page-003.jpg	b:1	b:1	yes	b:1	yes	10.2315	atoms\b_1\page-003.jpg\3397.svg
3353	page-003.jpg	c:1	n:1	no	c:1	yes	27.2969	atoms\c_1\page-003.jpg\3353.svg
3372	page-003.jpg	a:1	a:1	yes	a:1	yes	8.0450	atoms\a_1\page-003.jpg\3372.svg
3363	page-003.jpg	b:1	b:1	yes	b:1	yes	11.5341	atoms\b_1\page-003.jpg\3363.svg
3398	page-003.jpg	d:1	d:1	yes	d:1	yes	10.9865	atoms\d_1\page-003.jpg\3398.svg
3689	page-003.jpg	n:1	n:1	yes	n:1	yes	17.4814	atoms\n_1\page-003.jpg\3689.svg
3323	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3323.svg
3346	page-003.jpg	g:1	g:1	yes	g:1	yes	8.1189	atoms\g_1\page-003.jpg\3346.svg
3324	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3324.svg
3354	page-003.jpg	c:1	c:1	yes	c:1	yes	11.1816	atoms\c_1\page-003.jpg\3354.svg
3387	page-003.jpg	f:1	f:1	yes	f:1	yes	1.2154	atoms\f_1\page-003.jpg\3387.svg
3389	page-003.jpg	j:1	j:1	yes	j:1	yes	5.4983	atoms\j_1\page-003.jpg\3389.svg
3310	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3310.svg
3343	page-003.jpg	g:1	g:1	yes	g:1	yes	9.4609	atoms\g_1\page-003.jpg\3343.svg
3311	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3311.svg
3312	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3312.svg
3367	page-003.jpg	a:1	a:1	yes	a:1	yes	6.9468	atoms\a_1\page-003.jpg\3367.svg
3366	page-003.jpg	e:1	d:1	no	d:1	no	20.7716	atoms\e_1\page-003.jpg\3366.svg
3361	page-003.jpg	b:1	g:1	no	g:1	no	8.2399	atoms\b_1\page-003.jpg\3361.svg
3350	page-003.jpg	c:1	c:1	yes	c:1	yes	24.7670	atoms\c_1\page-003.jpg\3350.svg
3368	page-003.jpg	a:1	a:1	yes	a:1	yes	12.6469	atoms\a_1\page-003.jpg\3368.svg
3313	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3313.svg
3337	page-003.jpg	h:1	h:1	yes	h:1	yes	5.6755	atoms\h_1\page-003.jpg\3337.svg
1168	page-003.jpg	a:1	a:1	yes	a:1	yes	9.8964	atoms\a_1\page-003.jpg\1168.svg
1169	page-003.jpg	b:1	b:1	yes	b:1	yes	19.1514	atoms\b_1\page-003.jpg\1169.svg
1170	page-003.jpg	c:1	c:1	yes	c:1	yes	24.1630	atoms\c_1\page-003.jpg\1170.svg
1171	page-003.jpg	a:1	a:1	yes	a:1	yes	8.0457	atoms\a_1\page-003.jpg\1171.svg
1172	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\1172.svg
1174	page-003.jpg	k:1	k:1	yes	k:1	yes	12.9002	atoms\k_1\page-003.jpg\1174.svg
1175	page-003.jpg	f:1	h:2	no	f:1	yes	20.1175	atoms\f_1\page-003.jpg\1175.svg
1176	page-003.jpg	i:1	i:1	yes	i:1	yes	13.9574	atoms\i_1\page-003.jpg\1176.svg
1177	page-003.jpg	d:1	d:1	yes	d:1	yes	18.0791	atoms\d_1\page-003.jpg\1177.svg
3330	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3330.svg
3373	page-003.jpg	a:1	a:1	yes	a:1	yes	9.1137	atoms\a_1\page-003.jpg\3373.svg
3375	page-003.jpg	e:1	a:1	no	e:1	yes	26.3968	atoms\e_1\page-003.jpg\3375.svg
3364	page-003.jpg	b:1	g:1	no	b:1	yes	8.6106	atoms\b_1\page-003.jpg\3364.svg
3358	page-003.jpg	c:1	c:1	yes	c:1	yes	24.1359	atoms\c_1\page-003.jpg\3358.svg
3374	page-003.jpg	a:1	a:1	yes	a:1	yes	7.3171	atoms\a_1\page-003.jpg\3374.svg
3347	page-003.jpg	g:1	g:1	yes	g:1	yes	7.8719	atoms\g_1\page-003.jpg\3347.svg
3331	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3331.svg
3332	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3332.svg
3340	page-003.jpg	h:1	h:1	yes	h:1	yes	5.6755	atoms\h_1\page-003.jpg\3340.svg
3333	page-003.jpg	e:1	e:1	yes	e:1	yes	1.9159	atoms\e_1\page-003.jpg\3333.svg
3359	page-003.jpg	c:1	c:1	yes	c:1	yes	22.8484	atoms\c_1\page-003.jpg\3359.svg
3383	page-003.jpg	h:2	h:2	yes	h:2	yes	9.8862	atoms\h_2\page-003.jpg\3383.svg
